ticket_id,customer_id,agent_id,category_id,channel,created_at,resolved_at,resolution_hours,sla_met,escalated,csat_score,status
T02000,CU0457,A004,C06,Chat,2025-10-09 18:00:00,2025-10-11 05:28:59.773548612,35.48,1,1,4,Resolved
T02001,CU0594,A014,C04,Chat,2025-05-03 17:00:00,2025-05-04 07:44:08.287962640,14.74,1,0,5,Resolved
T02002,CU0450,A018,C06,Email,2025-12-31 14:00:00,,33.25,1,0,4,Open
T02003,CU0037,A015,C02,Chat,2025-01-04 16:00:00,2025-01-05 06:07:29.936079530,14.12,1,0,4,Resolved
T02004,CU0106,A013,C01,Email,2025-06-29 11:00:00,2025-06-29 19:35:38.796568666,8.59,1,0,5,Resolved
T02005,CU0500,A015,C06,Chat,2025-08-11 19:00:00,2025-08-13 12:54:57.510928328,41.92,0,0,3,Resolved
T02006,CU0594,A011,C05,Email,2025-01-23 10:00:00,2025-01-24 22:03:59.538585020,36.07,1,0,4,Resolved
T02007,CU0229,A011,C04,Web,2025-06-14 19:00:00,2025-06-15 08:19:03.702424990,13.32,1,0,5,Resolved
T02008,CU0028,A010,C06,Chat,2025-08-06 19:00:00,2025-08-09 08:47:26.789530182,61.79,0,0,4,Resolved
T02009,CU0063,A018,C06,Web,2025-08-10 09:00:00,2025-08-12 08:15:05.993408023,47.25,0,1,5,Resolved
T02010,CU0283,A007,C05,Web,2025-02-13 17:00:00,2025-02-14 14:27:54.157112496,21.47,1,0,5,Resolved
T02011,CU0776,A014,C06,Email,2025-04-12 20:00:00,2025-04-13 19:25:41.868625270,23.43,1,0,5,Resolved
T02012,CU0377,A001,C05,Chat,2025-03-31 15:00:00,2025-04-02 20:05:33.717959347,53.09,0,1,3,Resolved
T02013,CU0877,A008,C05,Email,2025-08-22 12:00:00,2025-08-23 13:33:58.672669539,25.57,1,1,5,Resolved
T02014,CU0805,A017,C03,Chat,2025-05-01 19:00:00,2025-05-02 04:18:23.823288910,9.31,1,1,5,Resolved
T02015,CU0773,A005,C01,Web,2025-07-28 14:00:00,2025-07-29 08:53:06.596703412,18.89,0,1,3,Resolved
T02016,CU0872,A015,C02,Email,2025-09-24 09:00:00,2025-09-25 20:30:56.241642934,35.52,0,0,4,Resolved
T02017,CU0218,A010,C06,Email,2025-10-19 11:00:00,2025-10-20 01:08:50.891979278,14.15,1,0,5,Resolved
T02018,CU0877,A003,C05,Email,2025-03-09 16:00:00,2025-03-11 00:26:00.837853630,32.43,1,0,4,Resolved
T02019,CU0832,A002,C03,Chat,2025-11-26 13:00:00,2025-11-27 03:12:09.001932390,14.2,1,0,5,Resolved
T02020,CU0719,A003,C05,Chat,2025-03-02 10:00:00,2025-03-03 13:34:00.629244616,27.57,1,0,5,Resolved
T02021,CU0174,A009,C02,Web,2025-01-08 18:00:00,2025-01-09 10:03:48.407201431,16.06,1,0,4,Resolved
T02022,CU0261,A006,C02,Chat,2025-01-17 09:00:00,2025-01-17 16:49:28.365909477,7.82,1,0,5,Resolved
T02023,CU0588,A017,C06,Chat,2025-03-15 10:00:00,2025-03-16 01:11:23.487779500,15.19,1,0,4,Resolved
T02024,CU0041,A014,C04,Web,2025-11-15 14:00:00,2025-11-15 23:36:19.675301918,9.61,1,0,5,Resolved
T02025,CU0740,A003,C02,Chat,2025-03-17 08:00:00,2025-03-17 21:06:48.414784060,13.11,1,0,4,Resolved
T02026,CU0384,A010,C04,Web,2025-09-11 13:00:00,2025-09-11 21:28:59.147910570,8.48,1,0,5,Resolved
T02027,CU0020,A014,C03,Chat,2025-06-02 19:00:00,2025-06-03 19:15:12.063976106,24.25,0,0,4,Resolved
T02028,CU0268,A012,C05,Email,2025-01-15 20:00:00,2025-01-16 21:41:22.423666509,25.69,1,0,4,Resolved
T02029,CU0356,A001,C06,Email,2025-06-12 19:00:00,2025-06-13 15:40:39.874630202,20.68,1,0,4,Resolved
T02030,CU0590,A001,C05,Chat,2025-01-11 12:00:00,2025-01-12 23:12:17.435018149,35.2,1,0,4,Resolved
T02031,CU0543,A011,C05,Chat,2025-06-23 08:00:00,2025-06-24 13:15:10.415377612,29.25,1,0,5,Resolved
T02032,CU0334,A017,C03,Chat,2025-07-23 18:00:00,2025-07-25 01:43:10.925575806,31.72,0,0,5,Resolved
T02033,CU0558,A001,C04,Email,2025-07-10 12:00:00,2025-07-10 21:15:03.052324483,9.25,1,0,4,Resolved
T02034,CU0802,A003,C03,Chat,2025-04-14 17:00:00,2025-04-15 02:03:52.973062387,9.06,1,0,5,Resolved
T02035,CU0316,A004,C01,Chat,2025-10-07 09:00:00,2025-10-07 15:57:32.433873566,6.96,1,0,4,Resolved
T02036,CU0337,A006,C06,Email,2025-08-06 16:00:00,2025-08-08 06:47:51.112789184,38.8,0,0,5,Resolved
T02037,CU0092,A017,C04,Web,2025-04-03 15:00:00,2025-04-03 21:17:37.455148838,6.29,1,0,5,Resolved
T02038,CU0341,A018,C04,Chat,2025-06-08 19:00:00,2025-06-09 00:53:27.184494033,5.89,1,0,5,Resolved
T02039,CU0256,A006,C01,Email,2025-02-09 09:00:00,2025-02-09 17:41:02.190283641,8.68,1,0,4,Resolved
T02040,CU0684,A014,C06,Web,2025-12-04 13:00:00,2025-12-05 06:46:35.221405854,17.78,1,0,5,Resolved
T02041,CU0102,A001,C02,Email,2025-10-02 20:00:00,2025-10-03 03:16:55.763821844,7.28,1,0,4,Resolved
T02042,CU0532,A010,C04,Web,2025-04-16 13:00:00,2025-04-17 05:59:04.058812068,16.98,1,0,4,Resolved
T02043,CU0695,A012,C06,Email,2025-09-04 16:00:00,2025-09-05 20:24:56.615047678,28.42,1,0,5,Resolved
T02044,CU0230,A016,C04,Email,2025-09-05 10:00:00,2025-09-06 09:37:18.527451409,23.62,0,0,4,Resolved
T02045,CU0061,A015,C06,Email,2025-08-11 17:00:00,2025-08-13 15:39:40.332060889,46.66,0,1,3,Resolved
T02046,CU0610,A002,C02,Chat,2025-01-20 11:00:00,,15.99,1,0,4,Open
T02047,CU0530,A008,C05,Email,2025-11-17 15:00:00,2025-11-18 19:11:08.272580560,28.19,1,0,4,Resolved
T02048,CU0507,A002,C06,Email,2025-12-15 19:00:00,2025-12-16 04:14:02.777286195,9.23,1,1,4,Resolved
T02049,CU0792,A001,C04,Chat,2025-12-22 16:00:00,2025-12-22 22:35:42.701958157,6.6,1,0,5,Resolved
T02050,CU0094,A003,C05,Chat,2025-12-24 14:00:00,2025-12-25 19:17:42.115440346,29.3,1,0,5,Resolved
T02051,CU0178,A017,C03,Email,2025-12-06 10:00:00,2025-12-07 06:01:55.954395300,20.03,1,0,5,Resolved
T02052,CU0421,A005,C06,Chat,2025-09-27 12:00:00,2025-09-28 04:52:33.875636095,16.88,1,0,4,Resolved
T02053,CU0506,A014,C06,Chat,2025-01-21 19:00:00,2025-01-22 19:24:15.103105214,24.4,1,0,5,Resolved
T02054,CU0827,A013,C05,Chat,2025-06-19 10:00:00,2025-06-20 04:42:29.953383343,18.71,1,0,4,Resolved
T02055,CU0557,A016,C06,Chat,2025-03-31 16:00:00,2025-04-02 01:53:46.667067219,33.9,1,1,3,Resolved
T02056,CU0191,A010,C05,Chat,2025-03-22 14:00:00,2025-03-23 20:43:49.933216614,30.73,1,0,4,Resolved
T02057,CU0767,A018,C05,Chat,2025-10-31 12:00:00,2025-11-02 07:19:03.969216138,43.32,1,0,4,Resolved
T02058,CU0374,A008,C03,Chat,2025-10-24 17:00:00,2025-10-25 20:28:30.708430665,27.48,0,0,4,Resolved
T02059,CU0782,A015,C05,Chat,2025-07-10 12:00:00,2025-07-13 10:13:43.566482913,70.23,0,1,2,Resolved
T02060,CU0249,A015,C06,Web,2025-09-26 11:00:00,2025-09-28 18:36:48.896063625,55.61,0,0,4,Resolved
T02061,CU0713,A010,C05,Web,2025-02-17 14:00:00,2025-02-18 16:28:42.600703555,26.48,1,0,5,Resolved
T02062,CU0484,A006,C02,Chat,2025-03-23 17:00:00,,60.84,0,1,3,Open
T02063,CU0501,A003,C04,Chat,2025-11-11 19:00:00,2025-11-12 01:21:22.227666940,6.36,1,0,5,Resolved
T02064,CU0878,A002,C06,Chat,2025-06-14 16:00:00,2025-06-15 11:42:54.422827405,19.72,1,0,3,Resolved
T02065,CU0139,A009,C06,Chat,2025-07-19 16:00:00,2025-07-22 13:06:39.265258759,69.11,0,1,4,Resolved
T02066,CU0279,A008,C02,Email,2025-06-18 18:00:00,2025-06-19 13:38:39.104968772,19.64,1,0,4,Resolved
T02067,CU0165,A004,C01,Email,2025-03-15 11:00:00,2025-03-15 20:57:42.796385006,9.96,1,0,5,Resolved
T02068,CU0750,A014,C04,Email,2025-10-29 11:00:00,2025-10-30 05:11:08.779038406,18.19,0,1,4,Resolved
T02069,CU0766,A003,C01,Web,2025-10-04 14:00:00,2025-10-04 17:07:57.106165774,3.13,1,0,5,Resolved
T02070,CU0755,A009,C06,Email,2025-09-07 16:00:00,2025-09-10 21:12:09.809856612,77.2,0,0,3,Resolved
T02071,CU0215,A008,C04,Chat,2025-05-09 16:00:00,2025-05-10 04:14:36.600711054,12.24,1,1,5,Resolved
T02072,CU0234,A018,C04,Email,2025-08-23 09:00:00,2025-08-24 09:39:55.997715751,24.67,0,0,5,Resolved
T02073,CU0362,A002,C02,Chat,2025-12-14 18:00:00,2025-12-14 23:36:24.282642628,5.61,1,0,5,Resolved
T02074,CU0696,A016,C04,Email,2025-08-26 12:00:00,2025-08-27 03:48:11.447527345,15.8,1,0,5,Resolved
T02075,CU0677,A013,C06,Chat,2025-06-30 19:00:00,2025-07-01 14:24:01.867070509,19.4,1,0,5,Resolved
T02076,CU0890,A015,C04,Chat,2025-04-09 17:00:00,2025-04-10 07:13:47.842674351,14.23,1,0,5,Resolved
T02077,CU0706,A015,C01,Chat,2025-07-10 20:00:00,2025-07-11 07:48:37.560068766,11.81,1,0,4,Resolved
T02078,CU0859,A014,C02,Chat,2025-05-16 16:00:00,2025-05-17 08:30:24.861581848,16.51,1,0,5,Resolved
T02079,CU0240,A008,C06,Chat,2025-08-12 14:00:00,2025-08-13 13:26:47.851711767,23.45,1,0,4,Resolved
T02080,CU0546,A011,C06,Email,2025-01-17 10:00:00,2025-01-18 10:22:02.073936914,24.37,1,0,4,Resolved
T02081,CU0480,A007,C02,Chat,2025-03-11 13:00:00,2025-03-12 01:54:35.068313728,12.91,1,0,5,Resolved
T02082,CU0137,A017,C05,Web,2025-10-15 19:00:00,2025-10-17 09:44:24.566960616,38.74,1,0,3,Resolved
T02083,CU0853,A005,C01,Chat,2025-05-19 12:00:00,2025-05-20 00:29:10.371925449,12.49,0,0,5,Resolved
T02084,CU0108,A011,C05,Web,2025-06-08 08:00:00,2025-06-09 17:10:18.629511967,33.17,1,0,4,Resolved
T02085,CU0770,A004,C01,Chat,2025-07-18 11:00:00,2025-07-18 16:45:58.544297578,5.77,1,0,4,Resolved
T02086,CU0241,A007,C06,Chat,2025-06-09 15:00:00,2025-06-10 17:14:24.125174080,26.24,1,0,4,Resolved
T02087,CU0200,A018,C06,Chat,2025-10-04 16:00:00,2025-10-08 18:45:42.514162023,98.76,0,1,2,Resolved
T02088,CU0542,A004,C02,Chat,2025-03-31 20:00:00,2025-04-02 07:49:25.436063402,35.82,0,1,4,Resolved
T02089,CU0421,A016,C04,Chat,2025-10-04 20:00:00,2025-10-04 22:53:04.863518023,2.88,1,0,5,Resolved
T02090,CU0348,A015,C01,Email,2025-03-18 14:00:00,2025-03-18 22:13:52.739263639,8.23,1,0,5,Resolved
T02091,CU0813,A007,C03,Chat,2025-05-16 15:00:00,2025-05-17 22:32:53.685147890,31.55,0,1,4,Resolved
T02092,CU0630,A007,C01,Chat,2025-08-03 18:00:00,2025-08-04 03:26:00.168033634,9.43,1,0,4,Resolved
T02093,CU0549,A001,C02,Chat,2025-11-20 08:00:00,2025-11-20 19:22:54.513891163,11.38,1,0,5,Resolved
T02094,CU0710,A015,C06,Email,2025-03-26 15:00:00,2025-03-27 18:02:50.825437926,27.05,1,1,4,Resolved
T02095,CU0723,A012,C01,Chat,2025-08-03 14:00:00,2025-08-04 03:07:42.668458122,13.13,0,0,5,Resolved
T02096,CU0163,A018,C06,Chat,2025-01-24 18:00:00,2025-01-25 08:54:37.728804200,14.91,1,0,5,Resolved
T02097,CU0398,A006,C01,Chat,2025-01-28 18:00:00,2025-01-29 07:39:30.078620053,13.66,0,0,4,Resolved
T02098,CU0815,A008,C04,Email,2025-10-08 16:00:00,2025-10-09 02:43:34.670614494,10.73,1,0,5,Resolved
T02099,CU0733,A013,C04,Email,2025-09-20 16:00:00,2025-09-21 01:14:39.056754624,9.24,1,0,5,Resolved
T02100,CU0055,A007,C06,Chat,2025-05-18 16:00:00,2025-05-20 09:27:51.566793091,41.46,0,0,4,Resolved
T02101,CU0222,A006,C02,Email,2025-08-16 15:00:00,2025-08-16 23:56:26.346655140,8.94,1,0,5,Resolved
T02102,CU0239,A004,C02,Chat,2025-05-19 10:00:00,2025-05-19 20:54:17.661845250,10.9,1,0,4,Resolved
T02103,CU0463,A018,C05,Chat,2025-04-12 11:00:00,2025-04-13 10:58:05.992271932,23.97,1,0,5,Resolved
T02104,CU0734,A009,C05,Email,2025-06-07 17:00:00,2025-06-11 02:21:00.071172709,81.35,0,0,4,Resolved
T02105,CU0435,A014,C05,Email,2025-04-24 16:00:00,2025-04-25 14:46:35.281592965,22.78,1,0,5,Resolved
T02106,CU0166,A012,C01,Chat,2025-10-25 11:00:00,2025-10-25 14:02:00.492149281,3.03,1,0,4,Resolved
T02107,CU0502,A011,C02,Email,2025-05-31 19:00:00,2025-06-01 05:46:30.461283717,10.78,1,0,5,Resolved
T02108,CU0199,A006,C06,Chat,2025-04-28 20:00:00,,30.69,1,0,5,Open
T02109,CU0611,A006,C05,Email,2025-07-15 16:00:00,2025-07-18 10:37:58.755990014,66.63,0,0,4,Resolved
T02110,CU0879,A009,C05,Email,2025-10-04 10:00:00,2025-10-08 19:20:57.263660106,105.35,0,1,2,Resolved
T02111,CU0570,A003,C03,Email,2025-04-10 20:00:00,2025-04-12 04:01:06.990783254,32.02,0,0,4,Resolved
T02112,CU0822,A010,C02,Chat,2025-12-09 11:00:00,2025-12-10 02:14:07.485493279,15.24,1,0,4,Resolved
T02113,CU0490,A002,C06,Chat,2025-06-19 13:00:00,2025-06-20 05:44:20.251659508,16.74,1,0,4,Resolved
T02114,CU0732,A005,C05,Chat,2025-08-30 19:00:00,2025-09-04 17:37:54.627323696,118.63,0,1,1,Resolved
T02115,CU0847,A012,C01,Chat,2025-12-16 14:00:00,2025-12-16 22:16:06.174003414,8.27,1,1,5,Resolved
T02116,CU0157,A001,C06,Chat,2025-06-07 11:00:00,2025-06-08 09:40:53.915485918,22.68,1,1,3,Resolved
T02117,CU0600,A001,C05,Email,2025-03-14 09:00:00,2025-03-15 16:20:53.294642847,31.35,1,1,4,Resolved
T02118,CU0230,A004,C03,Email,2025-09-30 12:00:00,2025-10-01 03:06:38.056041460,15.11,1,1,4,Resolved
T02119,CU0077,A014,C03,Email,2025-01-03 16:00:00,2025-01-04 05:47:24.526786401,13.79,1,0,5,Resolved
T02120,CU0212,A015,C05,Email,2025-06-17 17:00:00,2025-06-18 20:54:46.390604313,27.91,1,0,5,Resolved
T02121,CU0129,A001,C03,Chat,2025-12-24 10:00:00,2025-12-25 09:37:04.773089024,23.62,1,0,5,Resolved
T02122,CU0171,A006,C05,Chat,2025-06-01 10:00:00,2025-06-02 12:01:57.158969260,26.03,1,0,4,Resolved
T02123,CU0007,A002,C05,Chat,2025-09-07 17:00:00,2025-09-08 19:28:11.337325338,26.47,1,0,5,Resolved
T02124,CU0874,A001,C02,Email,2025-07-11 10:00:00,2025-07-11 18:42:28.103885960,8.71,1,0,5,Resolved
T02125,CU0397,A017,C06,Chat,2025-03-20 08:00:00,2025-03-21 11:28:20.674311103,27.47,1,0,5,Resolved
T02126,CU0150,A008,C03,Chat,2025-04-26 14:00:00,2025-04-27 07:33:53.158512794,17.56,1,0,5,Resolved
T02127,CU0309,A015,C04,Chat,2025-07-11 15:00:00,2025-07-12 01:58:17.938321244,10.97,1,0,4,Resolved
T02128,CU0673,A013,C05,Email,2025-02-08 11:00:00,2025-02-09 12:07:09.056998470,25.12,1,0,3,Resolved
T02129,CU0569,A009,C05,Web,2025-06-01 10:00:00,2025-06-02 22:55:19.033172738,36.92,1,0,5,Resolved
T02130,CU0046,A014,C04,Web,2025-06-01 11:00:00,2025-06-02 07:33:57.737721286,20.57,0,0,5,Resolved
T02131,CU0134,A005,C05,Chat,2025-11-01 12:00:00,2025-11-02 09:49:19.475459475,21.82,1,0,5,Resolved
T02132,CU0490,A008,C06,Email,2025-02-15 08:00:00,2025-02-16 10:01:13.557598532,26.02,1,0,5,Resolved
T02133,CU0873,A007,C06,Chat,2025-11-04 08:00:00,2025-11-05 22:28:42.303966697,38.48,0,0,5,Resolved
T02134,CU0064,A011,C06,Email,2025-05-30 12:00:00,2025-05-31 05:37:49.421563910,17.63,1,0,5,Resolved
T02135,CU0777,A004,C02,Chat,2025-08-26 08:00:00,2025-08-27 01:47:39.785865352,17.79,1,0,5,Resolved
T02136,CU0056,A014,C04,Chat,2025-07-23 12:00:00,2025-07-24 01:50:28.702568724,13.84,1,0,5,Resolved
T02137,CU0446,A016,C04,Chat,2025-04-20 15:00:00,2025-04-20 21:05:49.541753968,6.1,1,0,4,Resolved
T02138,CU0208,A017,C01,Chat,2025-12-06 08:00:00,2025-12-06 16:37:48.667789884,8.63,1,0,5,Resolved
T02139,CU0382,A017,C06,Web,2025-03-23 16:00:00,2025-03-24 17:21:26.670086838,25.36,1,0,5,Resolved
T02140,CU0834,A012,C03,Chat,2025-01-14 16:00:00,2025-01-15 18:37:30.142921083,26.63,0,1,4,Resolved
T02141,CU0195,A015,C03,Web,2025-10-01 15:00:00,2025-10-02 00:57:55.272717090,9.97,1,0,5,Resolved
T02142,CU0575,A013,C02,Chat,2025-08-15 16:00:00,2025-08-16 10:00:02.094565428,18.0,1,0,5,Resolved
T02143,CU0300,A018,C03,Chat,2025-11-22 18:00:00,2025-11-24 01:39:29.118137259,31.66,0,0,4,Resolved
T02144,CU0587,A002,C03,Email,2025-06-17 08:00:00,2025-06-19 03:17:49.966858590,43.3,0,0,5,Resolved
T02145,CU0050,A004,C05,Email,2025-01-07 10:00:00,2025-01-09 17:08:57.742577865,55.15,0,0,4,Resolved
T02146,CU0268,A008,C05,Web,2025-01-08 12:00:00,2025-01-09 10:16:05.218089898,22.27,1,1,3,Resolved
T02147,CU0862,A012,C02,Email,2025-06-08 16:00:00,2025-06-09 09:09:02.028990200,17.15,1,0,4,Resolved
T02148,CU0652,A017,C02,Chat,2025-04-02 19:00:00,2025-04-03 06:15:51.599152547,11.26,1,0,4,Resolved
T02149,CU0844,A002,C06,Chat,2025-12-03 19:00:00,2025-12-04 23:24:24.739614068,28.41,1,0,5,Resolved
T02150,CU0614,A003,C01,Web,2025-02-13 15:00:00,2025-02-13 20:39:05.868507700,5.65,1,0,5,Resolved
T02151,CU0167,A016,C04,Email,2025-11-18 13:00:00,2025-11-18 18:05:15.836523691,5.09,1,0,4,Resolved
T02152,CU0416,A006,C04,Email,2025-03-21 13:00:00,2025-03-21 22:25:12.930110234,9.42,1,0,4,Resolved
T02153,CU0791,A001,C05,Email,2025-02-13 08:00:00,2025-02-15 02:54:44.267615517,42.91,1,0,5,Resolved
T02154,CU0615,A013,C06,Chat,2025-04-11 14:00:00,2025-04-12 18:27:33.553602226,28.46,1,0,4,Resolved
T02155,CU0469,A016,C05,Web,2025-02-22 14:00:00,2025-02-24 03:09:46.813216766,37.16,1,0,4,Resolved
T02156,CU0781,A017,C06,Chat,2025-05-27 10:00:00,2025-05-28 13:33:22.906739498,27.56,1,0,4,Resolved
T02157,CU0103,A016,C06,Email,2025-05-01 17:00:00,2025-05-02 22:59:29.311504692,29.99,1,0,4,Resolved
T02158,CU0865,A002,C02,Email,2025-07-13 18:00:00,2025-07-14 21:44:41.292248953,27.74,0,1,4,Resolved
T02159,CU0114,A003,C02,Chat,2025-07-16 11:00:00,2025-07-17 02:50:11.021567683,15.84,1,0,4,Resolved
T02160,CU0897,A016,C03,Email,2025-01-01 19:00:00,2025-01-02 12:38:45.915589302,17.65,1,0,4,Resolved
T02161,CU0725,A013,C03,Email,2025-02-15 09:00:00,2025-02-16 22:15:03.710319670,37.25,0,0,4,Resolved
T02162,CU0440,A004,C04,Chat,2025-03-01 19:00:00,2025-03-02 06:43:33.626903026,11.73,1,0,5,Resolved
T02163,CU0429,A007,C02,Email,2025-03-13 17:00:00,2025-03-14 07:16:14.644263529,14.27,1,0,5,Resolved
T02164,CU0030,A016,C02,Chat,2025-02-04 10:00:00,2025-02-05 00:39:48.280367030,14.66,1,0,5,Resolved
T02165,CU0286,A017,C03,Web,2025-04-25 16:00:00,2025-04-26 07:24:43.648530775,15.41,1,0,5,Resolved
T02166,CU0207,A017,C05,Email,2025-07-20 12:00:00,2025-07-22 02:29:31.353776109,38.49,1,0,4,Resolved
T02167,CU0637,A009,C05,Chat,2025-04-23 18:00:00,2025-04-25 04:03:07.662452230,34.05,1,0,4,Resolved
T02168,CU0178,A014,C06,Chat,2025-05-01 10:00:00,2025-05-02 05:54:41.868061192,19.91,1,0,4,Resolved
T02169,CU0726,A001,C02,Chat,2025-06-21 11:00:00,2025-06-22 00:06:45.454946425,13.11,1,0,5,Resolved
T02170,CU0271,A017,C03,Email,2025-07-20 11:00:00,2025-07-21 02:14:46.951875585,15.25,1,0,5,Resolved
T02171,CU0766,A004,C06,Web,2025-05-01 10:00:00,2025-05-02 12:14:42.533088259,26.25,1,0,5,Resolved
T02172,CU0325,A018,C05,Email,2025-03-22 12:00:00,2025-03-24 04:19:15.963516746,40.32,1,0,4,Resolved
T02173,CU0678,A001,C05,Web,2025-05-30 15:00:00,2025-05-31 19:10:49.319954065,28.18,1,0,5,Resolved
T02174,CU0602,A017,C04,Email,2025-01-09 16:00:00,,4.46,1,0,4,Open
T02175,CU0891,A010,C01,Chat,2025-06-29 15:00:00,2025-06-30 01:26:03.866160627,10.43,1,0,5,Resolved
T02176,CU0474,A010,C06,Web,2025-12-10 10:00:00,2025-12-11 18:11:41.797387845,32.19,1,1,3,Resolved
T02177,CU0318,A013,C05,Chat,2025-05-26 10:00:00,2025-05-27 05:49:36.372516258,19.83,1,0,5,Resolved
T02178,CU0585,A009,C05,Chat,2025-02-09 19:00:00,2025-02-11 14:54:07.031901193,43.9,1,0,5,Resolved
T02179,CU0027,A018,C04,Chat,2025-09-16 11:00:00,2025-09-16 18:30:15.150975742,7.5,1,0,5,Resolved
T02180,CU0875,A002,C03,Chat,2025-02-16 09:00:00,2025-02-17 12:12:42.094831395,27.21,0,0,5,Resolved
T02181,CU0611,A012,C02,Email,2025-03-12 13:00:00,2025-03-13 02:38:35.575096268,13.64,1,0,5,Resolved
T02182,CU0045,A004,C06,Chat,2025-02-23 08:00:00,2025-02-23 17:00:21.454721373,9.01,1,0,4,Resolved
T02183,CU0156,A001,C04,Chat,2025-11-19 12:00:00,2025-11-19 23:55:08.821429762,11.92,1,0,5,Resolved
T02184,CU0013,A012,C01,Chat,2025-12-25 19:00:00,2025-12-26 01:39:48.842382070,6.66,1,0,5,Resolved
T02185,CU0601,A013,C03,Chat,2025-07-27 11:00:00,2025-07-28 03:56:12.630681153,16.94,1,0,5,Resolved
T02186,CU0599,A003,C06,Chat,2025-08-14 17:00:00,2025-08-15 20:05:34.639719756,27.09,1,0,4,Resolved
T02187,CU0147,A014,C03,Web,2025-08-24 14:00:00,2025-08-25 15:04:12.474968264,25.07,0,1,4,Resolved
T02188,CU0492,A017,C04,Email,2025-08-11 12:00:00,2025-08-11 23:19:05.862046789,11.32,1,0,4,Resolved
T02189,CU0441,A013,C05,Email,2025-07-18 16:00:00,2025-07-19 12:18:16.826809993,20.3,1,0,5,Resolved
T02190,CU0435,A005,C06,Chat,2025-12-27 15:00:00,2025-12-29 11:18:51.312462235,44.31,0,0,3,Resolved
T02191,CU0557,A002,C05,Chat,2025-09-25 12:00:00,2025-09-27 05:56:48.272664750,41.95,1,0,4,Resolved
T02192,CU0768,A002,C06,Email,2025-02-02 10:00:00,2025-02-03 03:59:03.862807069,17.98,1,0,3,Resolved
T02193,CU0824,A012,C01,Chat,2025-05-24 19:00:00,2025-05-24 23:48:52.523887010,4.81,1,0,4,Resolved
T02194,CU0143,A005,C06,Chat,2025-12-22 10:00:00,2025-12-23 21:21:51.787904608,35.36,1,0,5,Resolved
T02195,CU0850,A007,C06,Email,2025-05-28 20:00:00,2025-05-29 09:56:14.919195958,13.94,1,0,5,Resolved
T02196,CU0517,A001,C04,Email,2025-03-16 14:00:00,2025-03-17 01:41:01.103409024,11.68,1,0,5,Resolved
T02197,CU0163,A008,C05,Web,2025-11-13 20:00:00,2025-11-14 19:50:22.310266081,23.84,1,0,5,Resolved
T02198,CU0839,A003,C02,Chat,2025-08-16 12:00:00,2025-08-17 02:08:47.976329490,14.15,1,0,5,Resolved
T02199,CU0333,A008,C04,Email,2025-07-25 15:00:00,2025-07-25 23:34:08.477802962,8.57,1,0,5,Resolved
T02200,CU0402,A011,C02,Chat,2025-06-03 15:00:00,2025-06-04 01:35:24.130588923,10.59,1,0,5,Resolved
T02201,CU0871,A018,C01,Email,2025-02-15 12:00:00,2025-02-15 20:01:54.435345002,8.03,1,0,5,Resolved
T02202,CU0522,A006,C06,Web,2025-05-21 10:00:00,2025-05-22 13:47:33.012666672,27.79,1,0,5,Resolved
T02203,CU0129,A006,C02,Email,2025-06-09 14:00:00,2025-06-09 23:49:51.601934262,9.83,1,0,4,Resolved
T02204,CU0063,A015,C05,Chat,2025-12-06 16:00:00,2025-12-07 21:45:25.449061701,29.76,1,0,5,Resolved
T02205,CU0739,A018,C03,Email,2025-04-23 11:00:00,2025-04-24 12:21:21.823601032,25.36,0,0,5,Resolved
T02206,CU0315,A008,C03,Email,2025-02-24 17:00:00,2025-02-25 01:02:41.412453424,8.04,1,0,4,Resolved
T02207,CU0090,A007,C03,Web,2025-06-06 16:00:00,2025-06-07 08:57:07.595761082,16.95,1,0,4,Resolved
T02208,CU0038,A013,C03,Email,2025-12-30 10:00:00,2025-12-30 21:04:56.731932487,11.08,1,0,5,Resolved
T02209,CU0851,A014,C05,Web,2025-06-26 20:00:00,2025-06-27 15:18:12.106632992,19.3,1,0,4,Resolved
T02210,CU0516,A013,C06,Chat,2025-05-19 08:00:00,2025-05-20 12:06:56.810141791,28.12,1,0,5,Resolved
T02211,CU0472,A012,C04,Email,2025-09-01 16:00:00,2025-09-02 03:00:59.322303637,11.02,1,0,5,Resolved
T02212,CU0532,A003,C06,Chat,2025-08-25 13:00:00,,21.84,1,0,5,Open
T02213,CU0377,A005,C05,Email,2025-04-20 16:00:00,2025-04-23 12:37:56.831045419,68.63,0,1,3,Resolved
T02214,CU0856,A002,C05,Web,2025-12-20 18:00:00,2025-12-22 16:54:01.656409946,46.9,1,0,5,Resolved
T02215,CU0542,A008,C02,Email,2025-08-05 16:00:00,2025-08-05 23:30:39.900532798,7.51,1,0,5,Resolved
T02216,CU0575,A016,C01,Email,2025-01-22 16:00:00,2025-01-22 20:07:13.419797631,4.12,1,0,4,Resolved
T02217,CU0805,A005,C06,Chat,2025-05-29 18:00:00,2025-05-31 02:39:10.185427936,32.65,1,0,5,Resolved
T02218,CU0003,A013,C05,Chat,2025-12-03 17:00:00,2025-12-04 20:16:12.665879450,27.27,1,0,5,Resolved
T02219,CU0288,A008,C04,Email,2025-05-24 18:00:00,2025-05-25 15:36:35.820465656,21.61,0,0,5,Resolved
T02220,CU0750,A004,C06,Chat,2025-07-27 13:00:00,2025-07-29 14:49:45.221001369,49.83,0,0,5,Resolved
